IdCliente,Fecha Nacimiento,Actividad Laboral,Estado Civil,Nivel Educacional,Tiene Mora,Saldo Medio Anual,Tiene Crédito Hipotecario,Tiene Crédito de Consumo,Medio de Contacto Preferente,Contactos con su Ejecutivo,Tiene Inversiones
21455,1964-04-13,Gerente,Casado,Universitario,No,643000,Si,No,Celular,1,No
21456,1968-04-13,Trabajador Dependiente,Soltero,Enseñanza Media,No,0,Si,No,Celular,0,No
21457,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,679000,Si,No,Celular,1,No
21458,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,572000,Si,Si,Celular,1,No
21459,1960-04-13,Trabajador Dependiente,Soltero,Universitario,No,224000,Si,No,Celular,0,No
21460,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,1802000,Si,No,Celular,1,No
21461,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,668000,Si,No,Celular,1,No
21462,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,824000,Si,No,Celular,0,No
21463,1967-04-13,Trabajador Dependiente,Divorciado,Universitario,No,190000,Si,Si,Celular,2,No
21464,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,4795000,Si,No,Celular,0,No
21465,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,928000,Si,No,Celular,0,No
21466,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,1028000,Si,Si,Celular,0,No
21467,1961-04-13,Técnico,Soltero,Técnico Profesional,No,556000,Si,No,Celular,1,No
21468,1965-04-13,Técnico,Divorciado,Técnico Profesional,No,300000,Si,Si,Celular,0,No
21469,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,193000,No,No,Celular,0,No
21470,1961-04-13,Gerente,Divorciado,Universitario,No,502000,Si,No,Celular,3,No
21471,1974-04-13,Trabajador Dependiente,Casado,Enseñanza Básica,No,-78000,No,No,Celular,0,No
21472,1965-04-13,Gerente,Casado,Universitario,No,1308000,No,No,Fono Particular,0,Si
21473,1962-04-13,Trabajador Dependiente,Casado,Enseñanza Básica,No,69000,No,Si,Celular,0,No
21474,1967-04-13,Trabajador Independiente,Soltero,Técnico Profesional,No,109000,Si,No,Celular,0,No
21475,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,293000,No,No,Fono Particular,0,No
21476,1967-04-13,Trabajador Dependiente,Casado,Enseñanza Básica,No,658000,Si,No,Celular,0,No
21477,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,1674000,Si,Si,Celular,2,No
21478,1966-04-13,Trabajador Dependiente,Divorciado,Universitario,No,1082000,No,No,Celular,0,No
21479,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,0,Si,No,Celular,1,No
21480,1965-04-13,Trabajador Dependiente,Soltero,Universitario,No,5061000,No,Si,Celular,0,No
21481,1963-04-13,Empresario,Divorciado,Enseñanza Media,No,1247000,Si,No,Celular,0,No
21482,1965-04-13,Técnico,Divorciado,Técnico Profesional,No,93000,No,No,Celular,0,No
21483,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,231000,Si,No,Celular,0,No
21484,1963-04-13,Trabajador Dependiente,Soltero,Universitario,No,1175000,No,No,Celular,0,Si
21485,1968-04-13,Técnico,Casado,Técnico Profesional,No,0,No,No,Celular,0,No
21486,1961-04-13,Trabajador Independiente,Casado,Universitario,No,13669000,No,No,Celular,0,No
21487,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,1641000,Si,No,Celular,0,No
21488,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,5087000,Si,No,Celular,0,No
21489,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,1293000,Si,No,Celular,0,No
21490,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,3090000,Si,No,Celular,0,No
21491,1963-04-13,Técnico,Casado,Técnico Profesional,No,158000,Si,No,Celular,0,No
21492,1964-04-13,Trabajador Dependiente,Soltero,Universitario,No,985000,Si,No,Celular,5,No
21493,1968-04-13,Trabajador Dependiente,Divorciado,Universitario,No,1062000,Si,No,Celular,4,No
21494,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,677000,Si,No,Celular,0,No
21495,1963-04-13,Técnico,Casado,Técnico Profesional,No,284000,Si,No,Celular,0,No
21496,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,2364000,Si,No,Celular,0,No
21497,1961-04-13,Obrero,Soltero,Enseñanza Media,No,169000,Si,No,Celular,1,No
21498,1961-04-13,Obrero,Casado,Enseñanza Básica,No,106000,Si,No,Celular,0,No
21499,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,1270000,No,No,Celular,0,No
21500,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,1060000,Si,No,Celular,0,No
21501,1967-04-13,Gerente,Casado,Universitario,No,640000,Si,No,Celular,0,No
21502,1968-04-13,Gerente,Casado,Universitario,No,1548000,Si,No,Celular,0,No
21503,1971-04-13,Trabajador Dependiente,Soltero,Universitario,Si,-318000,Si,Si,Celular,0,No
21504,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,1074000,Si,No,Celular,0,No
21505,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,1554000,Si,No,Celular,1,No
21506,1968-04-13,Gerente,Casado,Universitario,No,486000,Si,Si,Celular,0,No
21507,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,1029000,Si,Si,Celular,3,No
21508,1962-04-13,Obrero,Casado,Enseñanza Básica,No,60000,No,No,Celular,0,No
21509,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,1077000,Si,Si,Celular,0,No
21510,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,1269000,Si,No,Celular,1,No
21511,1967-04-13,Gerente,Soltero,Universitario,No,10378000,Si,No,Celular,0,No
21512,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,1565000,Si,Si,Celular,0,No
21513,1974-04-13,Obrero,Divorciado,Enseñanza Básica,No,-78000,No,Si,Celular,0,No
21514,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,219000,Si,No,Celular,1,No
21515,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,4441000,Si,No,Celular,2,No
21516,1966-04-13,Gerente,Casado,Universitario,No,2243000,No,No,Celular,0,No
21517,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,7711000,Si,No,Celular,1,No
21518,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,4341000,No,No,Celular,0,No
21519,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,196000,Si,No,Celular,0,No
21520,1966-04-13,Trabajador Independiente,Casado,Universitario,No,1604000,No,No,Celular,0,No
21521,1966-04-13,Gerente,Casado,Universitario,No,542000,Si,No,Celular,0,No
21522,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,214000,Si,No,Celular,0,No
21523,1961-04-13,Empresario,Casado,Universitario,No,70000,No,No,Celular,0,No
21524,1962-04-13,Trabajador Dependiente,Divorciado,Universitario,No,1194000,Si,No,Celular,0,No
21525,1963-04-13,Trabajador Dependiente,Soltero,Universitario,No,572000,No,No,Celular,2,No
21526,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,657000,Si,No,Celular,2,No
21527,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,4853000,No,No,Celular,2,No
21528,1965-04-13,Obrero,Soltero,Enseñanza Media,No,3000,No,No,Celular,0,No
21529,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,156000,No,No,Celular,0,No
21530,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,260000,No,No,Celular,6,No
21531,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,315000,No,No,Celular,0,No
21532,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,0,Si,No,Celular,1,No
21533,1960-04-13,Gerente,Casado,Universitario,No,2168000,Si,Si,Celular,0,No
21534,1961-04-13,Gerente,Casado,Universitario,No,12409000,Si,No,Celular,2,No
21535,1962-04-13,Trabajador Independiente,Divorciado,Universitario,No,1077000,No,No,Celular,0,No
21536,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,961000,No,Si,Celular,4,No
21537,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,1783000,Si,Si,Celular,0,No
21538,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,4608000,Si,No,Fono Particular,1,No
21539,1961-04-13,Empresario,Casado,Universitario,No,1024000,No,No,Celular,0,No
21540,1961-04-13,Trabajador Independiente,Casado,Universitario,No,2977000,Si,No,Celular,1,No
21541,1966-04-13,Empresario,Casado,Enseñanza Media,No,1532000,Si,Si,Celular,0,No
21542,1961-04-13,Gerente,Soltero,Universitario,No,9916000,No,No,Celular,1,No
21543,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,132000,Si,Si,Celular,0,No
21544,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,7313000,Si,No,Celular,1,No
21545,1961-04-13,Trabajador Dependiente,Soltero,Universitario,No,1411000,Si,Si,Celular,0,No
21546,1965-04-13,Trabajador Independiente,Casado,Universitario,No,642000,No,No,Celular,0,No
21547,1964-04-13,Trabajador Dependiente,Divorciado,Universitario,No,5674000,Si,No,Celular,0,No
21548,1960-04-13,Trabajador Dependiente,Soltero,Universitario,No,1547000,Si,No,Celular,0,Si
21549,1967-04-13,Trabajador Dependiente,Soltero,Universitario,No,2854000,Si,No,Celular,1,No
21550,1965-04-13,Trabajador Dependiente,Divorciado,Universitario,No,399000,Si,Si,Celular,2,No
21551,1963-04-13,Gerente,Casado,Universitario,No,6008000,Si,No,Celular,0,No
21552,1962-04-13,Trabajador Dependiente,Soltero,Universitario,No,8259000,No,No,Celular,0,No
21553,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,581000,Si,No,Celular,0,No
21554,1965-04-13,Técnico,Casado,Técnico Profesional,No,192000,No,No,Celular,0,No
21555,1965-04-13,Gerente,Divorciado,Universitario,No,1038000,No,No,Celular,0,No
21556,1968-04-13,Técnico,Casado,Técnico Profesional,No,162000,No,No,Celular,0,No
21557,1965-04-13,Técnico,Soltero,Técnico Profesional,No,57000,No,Si,Celular,0,No
21558,1966-04-13,Gerente,Casado,Universitario,No,713000,No,No,Celular,0,No
21559,1968-04-13,Técnico,Soltero,Técnico Profesional,No,153000,No,No,Celular,0,No
21560,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,998000,No,No,Celular,0,No
21561,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,1076000,No,No,Celular,0,No
21562,1968-04-13,Técnico,Divorciado,Técnico Profesional,No,0,No,No,Celular,0,No
21563,1960-04-13,Trabajador Dependiente,Divorciado,Universitario,No,701000,No,No,Emailing,0,No
21564,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,5811000,Si,No,Celular,0,No
21565,1960-04-13,Gerente,Casado,Universitario,No,3185000,No,No,Celular,0,No
21566,1966-04-13,Gerente,Casado,Universitario,No,1217000,Si,Si,Celular,0,No
21567,1965-04-13,Trabajador Dependiente,Divorciado,Universitario,No,1155000,No,Si,Celular,1,No
21568,1960-04-13,Trabajador Independiente,Casado,Universitario,No,3059000,Si,Si,Celular,1,No
21569,1964-04-13,Gerente,Casado,Universitario,No,1777000,Si,No,Celular,0,No
21570,1967-04-13,Trabajador Dependiente,Soltero,Universitario,No,406000,No,No,Celular,0,No
21571,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,755000,No,No,Celular,1,No
21572,1968-04-13,Trabajador Dependiente,Soltero,Enseñanza Media,No,0,Si,No,Celular,0,No
21573,1962-04-13,Técnico,Soltero,Técnico Profesional,No,159000,Si,No,Emailing,0,No
21574,1966-04-13,Trabajador Dependiente,Soltero,Universitario,No,326000,Si,No,Celular,1,No
21575,1967-04-13,Trabajador Independiente,Casado,Enseñanza Media,No,1216000,Si,No,Celular,0,No
21576,1960-04-13,Trabajador Dependiente,Soltero,Universitario,No,2141000,No,No,Celular,0,No
21577,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,5000,Si,No,Celular,0,No
21578,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,11000,Si,No,Celular,0,No
21579,1963-04-13,Técnico,Divorciado,Técnico Profesional,No,311000,No,No,Celular,0,No
21580,1968-04-13,Trabajador Dependiente,Soltero,Universitario,No,0,No,No,Celular,0,No
21581,1965-04-13,Técnico,Casado,Técnico Profesional,No,84000,Si,No,Celular,0,No
21582,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,949000,No,No,Celular,0,No
21583,1967-04-13,Gerente,Casado,Universitario,No,1468000,No,No,Celular,0,No
21584,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,8844000,No,No,Celular,0,No
21585,1968-04-13,Obrero,Casado,Enseñanza Básica,No,0,No,No,Celular,0,No
21586,1966-04-13,Gerente,Casado,Universitario,No,416000,Si,No,Celular,0,No
21587,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,1614000,No,No,Celular,0,No
21588,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,0,Si,Si,Celular,0,No
21589,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,0,Si,No,Celular,0,No
21590,1961-04-13,Obrero,Soltero,Enseñanza Media,Si,61000,No,No,Celular,0,No
21591,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,471000,Si,No,Celular,0,Si
21592,1960-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,116000,No,No,Celular,0,No
21593,1963-04-13,Técnico,Casado,Técnico Profesional,Si,32000,Si,No,Celular,0,No
21594,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,4186000,No,No,Celular,0,No
21595,1967-04-13,Trabajador Independiente,Casado,Universitario,No,271000,Si,No,Celular,0,No
21596,1962-04-13,Gerente,Divorciado,Universitario,No,3426000,No,No,Celular,0,No
21597,1963-04-13,Gerente,Divorciado,Universitario,No,1148000,Si,No,Celular,0,No
21598,1968-04-13,Trabajador Dependiente,Divorciado,Universitario,No,99000,No,No,Celular,0,No
21599,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,1305000,No,No,Celular,0,No
21600,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,1181000,Si,No,Celular,2,Si
21601,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,268000,Si,No,Celular,0,No
21602,1968-04-13,Obrero,Casado,Enseñanza Media,No,0,Si,No,Celular,0,No
21603,1963-04-13,Gerente,Casado,Universitario,No,995000,Si,No,Celular,0,No
21604,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Básica,No,630000,Si,No,Celular,0,No
21605,1968-04-13,Trabajador Dependiente,Divorciado,Enseñanza Media,No,-81000,No,Si,Celular,0,No
21606,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,755000,No,No,Celular,0,No
21607,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,2279000,No,No,Celular,0,No
21608,1965-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,111000,Si,No,Celular,0,No
21609,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,294000,Si,No,Celular,0,No
21610,1963-04-13,Gerente,Casado,Universitario,No,2471000,Si,Si,Celular,0,No
21611,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,418000,No,No,Celular,0,No
21612,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,746000,Si,Si,Celular,3,No
21613,1965-04-13,Trabajador Dependiente,Divorciado,Universitario,No,687000,Si,No,Celular,1,Si
21614,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,0,Si,No,Celular,0,No
21615,1965-04-13,Gerente,Casado,Universitario,No,543000,Si,No,Celular,275,No
21616,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,683000,Si,No,Celular,0,No
21617,1968-04-13,Técnico,Casado,Técnico Profesional,No,504000,Si,No,Celular,1,No
21618,1965-04-13,Trabajador Dependiente,Divorciado,Universitario,No,507000,Si,No,Celular,7,No
21619,1966-04-13,Trabajador Dependiente,Casado,Enseñanza Básica,No,407000,Si,No,Celular,1,No
21620,1962-04-13,Obrero,Casado,Enseñanza Media,No,123000,Si,No,Celular,3,No
21621,1961-04-13,Trabajador Dependiente,Soltero,Universitario,No,97000,Si,Si,Celular,1,No
21622,1963-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,5000,No,No,Celular,0,No
21623,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,0,Si,Si,Celular,0,No
21624,1963-04-13,Gerente,Casado,Universitario,No,572000,No,No,Celular,2,No
21625,1968-04-13,Gerente,Casado,Universitario,No,432000,Si,Si,Celular,0,No
21626,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,1039000,Si,No,Celular,0,No
21627,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,6767000,Si,No,Celular,0,No
21628,1960-04-13,Empresario,Casado,Enseñanza Media,No,1349000,No,No,Celular,0,No
21629,1964-04-13,Gerente,Casado,Universitario,No,3352000,Si,No,Celular,1,Si
21630,1966-04-13,Trabajador Dependiente,Casado,Técnico Profesional,No,9110000,Si,No,Fono Particular,0,No
21631,1964-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,67000,No,Si,Celular,5,No
21632,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,1708000,Si,No,Celular,1,No
21633,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,1759000,Si,No,Celular,0,No
21634,1961-04-13,Trabajador Dependiente,Soltero,Universitario,No,664000,No,No,Celular,2,No
21635,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Celular,0,No
21636,1960-04-13,Gerente,Casado,Universitario,No,12212000,No,No,Celular,0,No
21637,1968-04-13,Obrero,Casado,Enseñanza Media,No,0,Si,Si,Celular,0,No
21638,1961-04-13,Trabajador Independiente,Soltero,Universitario,No,628000,No,No,Celular,0,No
21639,1960-04-13,Trabajador Dependiente,Soltero,Universitario,No,80000,Si,No,Celular,0,No
21640,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,1554000,No,No,Celular,0,No
21641,1968-04-13,Trabajador Dependiente,Soltero,Universitario,No,693000,No,No,Celular,0,No
21642,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,541000,Si,No,Celular,0,No
21643,1960-04-13,Trabajador Dependiente,Soltero,Universitario,No,1646000,Si,No,Celular,2,Si
21644,1968-04-13,Técnico,Divorciado,Técnico Profesional,No,0,Si,No,Celular,0,No
21645,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,1716000,Si,No,Celular,0,No
21646,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,1050000,No,No,Celular,0,No
21647,1961-04-13,Gerente,Casado,Universitario,No,12409000,Si,No,Celular,0,No
21648,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,2627000,Si,No,Celular,0,No
21649,1964-04-13,Gerente,Casado,Universitario,No,4675000,No,No,Celular,0,No
21650,1964-04-13,Empresario,Casado,Enseñanza Media,No,6403000,No,No,Celular,0,Si
21651,1965-04-13,Empresario,Casado,Universitario,No,3585000,No,No,Celular,0,Si
21652,1962-04-13,Gerente,Soltero,Universitario,No,3840000,Si,No,Celular,2,Si
21653,1961-04-13,Trabajador Dependiente,Casado,Enseñanza Básica,No,979000,No,No,Celular,0,No
21654,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,0,No
21655,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Básica,No,0,No,No,Emailing,0,No
21656,1967-04-13,Empresario,Soltero,Universitario,No,262000,Si,Si,Emailing,0,No
21657,1965-04-13,Gerente,Divorciado,Universitario,No,858000,No,No,Celular,0,Si
21658,1962-04-13,Trabajador Dependiente,Soltero,Universitario,No,15000,No,Si,Emailing,0,No
21659,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,3138000,No,No,Celular,0,No
21660,1968-04-13,Obrero,Divorciado,Enseñanza Media,No,0,No,No,Celular,0,No
21661,1967-04-13,Trabajador Dependiente,Soltero,Enseñanza Media,No,100000,Si,No,Celular,1,No
21662,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,1108000,No,No,Celular,1,No
21663,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,1508000,No,No,Celular,1,No
21664,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,694000,Si,No,Celular,11,No
21665,1968-04-13,Técnico,Casado,Técnico Profesional,No,99000,No,No,Celular,2,No
21666,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,2064000,No,No,Celular,0,No
21667,1961-04-13,Trabajador Dependiente,Soltero,Universitario,No,79000,No,No,Celular,1,No
21668,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,2338000,No,No,Celular,0,Si
21669,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,2266000,No,No,Celular,5,Si
21670,1961-04-13,Trabajador Independiente,Casado,Universitario,No,13669000,No,No,Celular,8,No
21671,1960-04-13,Trabajador Dependiente,Soltero,Universitario,No,1646000,Si,No,Celular,5,Si
21672,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,6,No
21673,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,1819000,No,No,Celular,2,No
21674,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,4775000,No,No,Celular,0,Si
21675,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,1293000,No,No,Celular,2,Si
21676,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,732000,No,No,Celular,4,No
21677,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,1451000,No,No,Celular,1,Si
21678,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,3056000,No,No,Celular,0,No
21679,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,2430000,No,No,Celular,0,No
21680,1968-04-13,Trabajador Dependiente,Soltero,Universitario,No,0,Si,No,Celular,4,No
21681,1965-04-13,Trabajador Dependiente,Soltero,Universitario,No,7968000,No,No,Celular,1,Si
21682,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,438000,Si,No,Fono Particular,0,No
21683,1967-04-13,Trabajador Dependiente,Divorciado,Enseñanza Básica,No,919000,Si,No,Celular,0,No
21684,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,270000,Si,No,Celular,1,No
21685,1967-04-13,Técnico,Casado,Técnico Profesional,No,253000,Si,No,Celular,2,No
21686,1967-04-13,Trabajador Dependiente,Divorciado,Universitario,No,973000,No,No,Celular,0,Si
21687,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,3705000,Si,No,Celular,1,No
21688,1968-04-13,Trabajador Dependiente,Soltero,Enseñanza Básica,No,846000,Si,No,Celular,0,No
21689,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,637000,Si,No,Celular,0,No
21690,1975-04-13,Trabajador Dependiente,Soltero,Enseñanza Básica,No,-79000,No,No,Celular,1,No
21691,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Media,Si,-378000,Si,Si,Celular,6,No
21692,1960-04-13,Trabajador Dependiente,Soltero,Universitario,No,782000,Si,No,Celular,17,No
21693,1960-04-13,Gerente,Soltero,Universitario,No,3797000,No,No,Celular,2,No
21694,1965-04-13,Trabajador Dependiente,Soltero,Universitario,No,2226000,Si,No,Fono Particular,0,No
21695,1963-04-13,Trabajador Dependiente,Divorciado,Enseñanza Media,No,131000,Si,No,Celular,0,No
21696,1963-04-13,Obrero,Casado,Enseñanza Básica,No,104000,Si,No,Celular,2,No
21697,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,830000,Si,No,Celular,2,Si
21698,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,342000,Si,No,Celular,0,No
21699,1960-04-13,Obrero,Casado,Enseñanza Media,No,125000,Si,No,Celular,1,No
21700,1963-04-13,Trabajador Dependiente,Divorciado,Universitario,No,635000,Si,No,Celular,0,No
21701,1965-04-13,Obrero,Soltero,Enseñanza Básica,No,147000,Si,No,Celular,0,No
21702,1965-04-13,Trabajador Dependiente,Divorciado,Universitario,No,282000,Si,No,Celular,1,No
21703,1962-04-13,Trabajador Dependiente,Divorciado,Universitario,No,528000,Si,No,Celular,5,No
21704,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,764000,Si,No,Emailing,0,Si
21705,1966-04-13,Trabajador Dependiente,Soltero,Enseñanza Media,No,65000,Si,No,Celular,0,No
21706,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,438000,Si,No,Celular,0,No
21707,1961-04-13,Gerente,Casado,Universitario,No,592000,Si,No,Fono Particular,0,No
21708,1963-04-13,Trabajador Dependiente,Soltero,Enseñanza Media,No,50000,No,No,Celular,0,No
21709,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,2574000,Si,No,Celular,1,Si
21710,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,771000,Si,No,Celular,0,No
21711,1966-04-13,Trabajador Dependiente,Casado,Universitario,No,1145000,Si,No,Celular,0,No
21712,1966-04-13,Técnico,Soltero,Técnico Profesional,No,398000,Si,No,Celular,0,No
21713,1965-04-13,Técnico,Casado,Técnico Profesional,No,192000,Si,Si,Celular,5,No
21714,1961-04-13,Obrero,Divorciado,Enseñanza Media,No,178000,Si,No,Celular,0,No
21715,1968-04-13,Obrero,Casado,Enseñanza Media,Si,-450000,Si,No,Celular,0,No
21716,1965-04-13,Trabajador Dependiente,Casado,Universitario,No,309000,Si,No,Celular,0,No
21717,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,229000,Si,No,Celular,0,No
21718,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,8536000,Si,Si,Celular,0,No
21719,1960-04-13,Gerente,Soltero,Universitario,No,2258000,Si,No,Celular,2,No
21720,1962-04-13,Trabajador Dependiente,Soltero,Universitario,No,573000,Si,No,Celular,0,No
21721,1962-04-13,Obrero,Casado,Enseñanza Básica,No,105000,Si,No,Celular,2,No
21722,1962-04-13,Gerente,Casado,Universitario,No,9366000,No,No,Celular,0,Si
21723,1968-04-13,Trabajador Dependiente,Casado,Universitario,No,0,No,No,Celular,8,No
21724,1962-04-13,Trabajador Dependiente,Soltero,Enseñanza Media,No,60000,Si,No,Celular,6,No
21725,1960-04-13,Trabajador Dependiente,Casado,Universitario,No,602000,Si,No,Celular,7,No
21726,1968-04-13,Trabajador Independiente,Casado,Universitario,No,252000,Si,No,Celular,0,No
21727,1962-04-13,Trabajador Dependiente,Casado,Universitario,No,2805000,Si,No,Celular,23,No
21728,1962-04-13,Trabajador Dependiente,Soltero,Universitario,No,411000,Si,No,Celular,0,No
21729,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,0,No,No,Celular,2,No
21730,1967-04-13,Trabajador Dependiente,Casado,Universitario,No,1108000,No,No,Celular,3,No
21731,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,1508000,No,No,Celular,3,No
21732,1962-04-13,Trabajador Dependiente,Divorciado,Universitario,No,69000,Si,No,Celular,2,No
21733,1965-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,102000,No,No,Celular,0,No
21734,1971-04-13,Trabajador Dependiente,Casado,Universitario,Si,-606000,Si,No,Celular,1,No
21735,1963-04-13,Trabajador Independiente,Casado,Enseñanza Media,No,311000,Si,No,Celular,2,No
21736,1964-04-13,Trabajador Dependiente,Casado,Universitario,No,1012000,Si,No,Celular,0,No
21737,1962-04-13,Gerente,Soltero,Universitario,No,906000,Si,No,Celular,0,No
21738,1966-04-13,Trabajador Dependiente,Divorciado,Enseñanza Media,No,83000,Si,No,Celular,6,No
21739,1961-04-13,Trabajador Dependiente,Casado,Universitario,No,1438000,Si,No,Celular,2,No
21740,1968-04-13,Obrero,Casado,Enseñanza Básica,No,-234000,Si,No,Celular,0,No
21741,1963-04-13,Trabajador Dependiente,Casado,Universitario,No,617000,Si,No,Celular,0,No
21742,1968-04-13,Trabajador Dependiente,Casado,Enseñanza Media,No,0,Si,No,Celular,2,No
