idCliente,edad,esJubilado,esObrero,esTrabajadorDependiente,esTécnico,esGerente,esTrabajadorIndependiente,esEmpresario,esDivorciado,esCasado,esSoltero,conEnsenanzaBasica,conEnsenanzaMedia,conTecnicoProfesional,conUniversitario,tieneMora,salMedioAnual,tieneCredHipot,tieneCredConsumo,medioContacPreferenteFonoParticular,medioContacPreferenteCelular,medioContacPreferenteEmailing,contConSuEjecutivo,tieneInv
16713,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1850000,1,0,0,1,0,0,0
16714,51,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,860000,1,1,0,1,0,5,0
16715,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,513000,1,0,0,1,0,0,0
16716,51,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3000,1,0,0,1,0,0,0
16717,51,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,650000,1,0,0,1,0,0,0
16718,51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3000,0,0,0,1,0,0,0
16719,51,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
16720,51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
16721,51,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,38000,1,0,0,1,0,0,0
16722,51,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-395000,1,0,0,1,0,0,0
16723,51,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16724,51,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0
16725,51,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,451000,0,0,0,1,0,2,0
16726,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,622000,1,0,0,0,1,0,0
16727,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1791000,0,0,0,1,0,1,1
16728,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1451000,1,0,0,1,0,15,0
16729,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,184000,1,1,0,1,0,2,0
16730,51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16731,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,445000,0,1,1,0,0,7,0
16732,51,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,25000,1,0,0,1,0,7,0
16733,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,673000,0,0,0,1,0,0,0
16734,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,309000,1,0,0,1,0,0,0
16735,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,17747000,1,0,0,1,0,0,0
16736,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,794000,1,0,0,1,0,1,0
16737,51,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,320000,1,1,0,1,0,2,0
16738,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,135000,1,0,0,1,0,0,0
16739,51,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5039000,0,0,0,1,0,0,0
16740,51,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-204000,1,0,0,1,0,2,0
16741,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1343000,1,1,0,1,0,2,0
16742,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,533000,1,0,0,1,0,3,0
16743,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,227000,1,1,0,1,0,2,0
16744,51,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,641000,1,0,0,1,0,3,0
16745,51,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61000,0,1,1,0,0,0,0
16746,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
16747,51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,272000,1,0,0,1,0,2,0
16748,51,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,89000,1,1,0,1,0,0,0
16749,51,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,293000,1,0,0,1,0,1,0
16750,51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2108000,1,0,0,1,0,1,0
16751,51,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1000,1,0,0,1,0,0,0
16752,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,564000,1,0,0,1,0,0,0
16753,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,669000,1,0,0,1,0,0,0
16754,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1311000,1,0,0,1,0,1,0
16755,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,186000,1,0,0,1,0,1,0
16756,51,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-57000,1,0,0,1,0,2,0
16757,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,430000,0,0,0,1,0,2,0
16758,51,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3000,1,0,0,1,0,0,0
16759,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,191000,1,1,0,1,0,0,0
16760,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4031000,1,0,0,1,0,0,1
16761,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,78000,1,0,0,1,0,1,0
16762,51,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2386000,1,0,0,1,0,0,0
16763,51,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11757000,0,0,0,1,0,0,0
16764,51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
16765,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1818000,1,1,0,1,0,0,0
16766,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,630000,0,0,0,1,0,0,0
16767,51,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
16768,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4236000,1,0,0,1,0,0,0
16769,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10354000,0,0,1,0,0,0,0
16770,51,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,163000,1,0,0,1,0,0,0
16771,51,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-368000,1,0,0,1,0,0,0
16772,51,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8000,0,0,0,1,0,0,0
16773,51,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1090000,0,0,0,1,0,2,1
16774,51,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1070000,1,0,0,1,0,2,1
16775,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1529000,1,0,0,1,0,0,1
16776,51,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,121000,0,0,0,1,0,0,0
16777,51,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,314000,1,0,0,0,1,1,0
16778,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1791000,0,0,1,0,0,2,1
16779,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1042000,1,0,0,1,0,0,0
16780,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,401000,1,0,0,1,0,0,0
16781,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2979000,1,0,0,1,0,3,0
16782,51,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1434000,1,0,0,1,0,0,0
16783,51,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,343000,1,1,0,1,0,0,0
16784,51,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5757000,1,0,0,1,0,0,0
16785,51,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,276000,1,0,0,0,1,6,0
16786,51,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,59000,1,0,0,1,0,19,0
16787,51,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,777000,1,0,0,1,0,2,0
16788,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,429000,1,1,0,1,0,32,0
16789,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1872000,1,0,0,1,0,3,0
16790,51,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-225000,1,0,0,1,0,0,0
16791,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-375000,1,1,1,0,0,0,0
16792,51,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,49000,1,0,0,1,0,0,0
16793,51,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3684000,1,0,0,1,0,3,0
16794,51,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-314000,0,0,0,1,0,0,0
16795,51,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,185000,1,0,0,1,0,0,0
16796,51,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-97000,1,1,0,1,0,4,0
16797,51,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,134000,1,0,0,1,0,0,0
16798,51,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,532000,1,0,0,1,0,2,0
16799,51,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-1313000,1,1,0,1,0,0,0
16800,51,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-234000,1,1,0,1,0,1,0
16801,50,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-266000,1,1,0,1,0,0,0
16802,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7816000,1,0,1,0,0,0,0
16803,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,24000,1,0,0,1,0,2,0
16804,50,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,46000,1,0,0,1,0,6,0
16805,50,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-67000,1,0,1,0,0,1,0
16806,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,289000,1,0,0,1,0,0,0
16807,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
16808,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,544000,1,0,0,1,0,0,0
16809,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-63000,1,0,0,1,0,1,0
16810,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
16811,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,774000,0,0,0,1,0,2,1
16812,50,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,776000,0,0,1,0,0,0,0
16813,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,95000,1,0,0,1,0,0,0
16814,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,714000,1,0,0,1,0,28,0
16815,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-480000,1,1,0,1,0,6,0
16816,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,249000,1,0,0,1,0,2,0
16817,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,43000,1,0,0,1,0,0,0
16818,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,413000,1,0,0,1,0,4,1
16819,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2952000,0,0,0,1,0,1,1
16820,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,839000,0,0,0,1,0,0,1
16821,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
16822,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4389000,0,0,1,0,0,1,1
16823,50,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,69000,1,1,0,1,0,2,0
16824,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,386000,0,0,0,1,0,1,1
16825,50,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2501000,0,0,0,1,0,4,0
16826,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,130000,0,0,0,1,0,3,0
16827,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,994000,1,1,0,1,0,0,0
16828,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4056000,0,0,0,1,0,2,0
16829,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16830,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2643000,0,0,1,0,0,0,1
16831,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,775000,0,0,0,1,0,0,0
16832,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2105000,0,0,1,0,0,0,0
16833,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1854000,0,0,0,1,0,0,1
16834,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,823000,1,0,1,0,0,0,0
16835,50,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,146000,1,0,0,1,0,2,0
16836,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,37000,1,0,0,1,0,0,0
16837,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1255000,1,1,0,1,0,0,0
16838,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1429000,1,0,0,1,0,3,1
16839,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,175000,0,0,0,1,0,0,0
16840,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,5,0
16841,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,703000,1,0,0,1,0,1,0
16842,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1234000,1,0,0,1,0,0,0
16843,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,181000,1,0,0,1,0,2,0
16844,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-91000,1,1,0,1,0,4,0
16845,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3409000,1,0,0,1,0,0,0
16846,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,497000,0,0,0,1,0,22,0
16847,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,190000,1,0,0,1,0,0,0
16848,50,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,800000,1,0,0,1,0,0,1
16849,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3000,1,0,1,0,0,2,0
16850,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,361000,1,0,0,1,0,0,0
16851,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,917000,1,0,0,1,0,0,0
16852,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,372000,1,1,0,1,0,2,0
16853,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16854,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1650000,0,0,0,1,0,0,0
16855,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6000,0,0,0,1,0,1,0
16856,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,953000,1,0,0,1,0,0,1
16857,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,250000,1,0,0,1,0,0,0
16858,50,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,5,0
16859,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,354000,1,0,1,0,0,0,0
16860,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,53000,0,0,1,0,0,0,0
16861,50,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1063000,1,0,0,1,0,0,0
16862,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1667000,0,1,0,1,0,0,0
16863,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,489000,1,0,0,1,0,2,0
16864,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,177000,1,0,0,1,0,0,0
16865,50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,574000,1,0,0,1,0,0,0
16866,50,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
16867,50,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,5,0
16868,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,66000,1,0,0,1,0,0,0
16869,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,313000,1,0,0,1,0,0,0
16870,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
16871,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,232000,1,0,1,0,0,7,0
16872,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9000,1,0,1,0,0,3,0
16873,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2000,1,1,0,1,0,0,0
16874,50,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-330000,1,1,0,1,0,0,0
16875,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,979000,1,0,0,1,0,0,0
16876,50,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,587000,1,0,0,1,0,9,0
16877,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3529000,0,0,0,1,0,0,0
16878,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,488000,1,0,1,0,0,0,0
16879,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-19000,1,0,0,1,0,0,0
16880,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1022000,1,0,0,1,0,2,0
16881,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,511000,1,1,1,0,0,5,0
16882,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,375000,0,1,0,1,0,4,0
16883,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,644000,0,0,1,0,0,0,0
16884,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,171000,1,0,0,1,0,1,0
16885,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
16886,50,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10072000,0,0,0,1,0,4,0
16887,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1133000,1,0,0,1,0,0,0
16888,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,122000,1,0,0,1,0,0,0
16889,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-100000,1,0,0,1,0,0,0
16890,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,-755000,1,1,0,1,0,1,0
16891,50,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0
16892,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,176000,1,0,0,1,0,1,0
16893,50,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-111000,1,0,0,1,0,0,0
16894,50,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,305000,1,0,0,1,0,4,0
16895,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,388000,1,1,0,1,0,2,0
16896,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,88000,0,1,0,1,0,0,0
16897,50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9000,1,1,0,1,0,0,0
16898,50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9262000,1,0,0,1,0,0,0
16899,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14646000,0,0,0,1,0,0,1
16900,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11115000,0,0,0,1,0,2,1
16901,50,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,69000,1,1,0,1,0,1,0
16902,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2598000,0,0,0,1,0,0,0
16903,50,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,-418000,1,1,0,1,0,0,0
16904,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
16905,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,536000,1,0,0,1,0,0,0
16906,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,232000,0,1,0,1,0,0,0
16907,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7973000,1,0,0,1,0,0,0
16908,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,991000,1,0,0,1,0,0,0
16909,50,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,18000,1,0,0,1,0,3,0
16910,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,479000,1,0,0,1,0,2,0
16911,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,30000,0,0,0,1,0,2,0
16912,50,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1000,1,1,0,1,0,0,0
16913,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-1000,1,0,0,1,0,2,0
16914,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,68000,1,1,0,1,0,0,0
16915,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,28000,1,0,0,1,0,1,0
16916,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3549000,1,0,0,1,0,0,0
16917,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10910000,1,0,0,1,0,0,0
16918,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,285000,1,0,0,1,0,0,0
16919,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5997000,1,0,0,1,0,0,0
16920,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1854000,0,0,0,1,0,1,0
16921,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3403000,1,0,0,1,0,2,1
16922,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3186000,0,0,0,1,0,1,1
16923,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,47000,1,1,0,1,0,1,0
16924,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,794000,1,0,0,1,0,0,0
16925,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,550000,1,0,0,1,0,0,0
16926,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1264000,1,0,0,1,0,0,0
16927,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,276000,1,0,0,1,0,0,0
16928,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1712000,1,0,0,1,0,0,0
16929,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1437000,1,0,0,1,0,0,0
16930,50,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11891000,0,0,0,1,0,1,1
16931,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,775000,0,0,0,1,0,2,0
16932,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4216000,0,0,0,1,0,2,1
16933,50,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,484000,1,0,0,1,0,6,0
16934,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,229000,1,1,0,1,0,0,0
16935,50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2567000,1,0,0,1,0,2,0
16936,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,533000,1,0,0,1,0,1,0
16937,50,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,275000,1,0,1,0,0,1,0
16938,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,62000,1,0,0,1,0,3,0
16939,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,688000,1,0,0,1,0,0,0
16940,50,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,117000,1,0,0,1,0,1,0
16941,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,592000,1,0,0,1,0,0,0
16942,50,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38000,1,0,0,1,0,0,0
16943,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,-271000,1,1,1,0,0,0,0
16944,50,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2315000,1,1,0,1,0,0,0
16945,50,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,214000,1,0,0,1,0,0,0
16946,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,970000,1,0,1,0,0,11,0
16947,50,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7702000,0,0,0,1,0,3,0
16948,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2160000,0,0,0,1,0,1,1
16949,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13450000,1,0,0,1,0,0,0
16950,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,733000,1,0,0,1,0,4,1
16951,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2145000,0,0,0,1,0,4,1
16952,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9000,1,0,0,1,0,1,0
16953,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1612000,0,0,0,1,0,3,0
16954,50,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1696000,1,0,0,1,0,3,1
16955,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1188000,0,0,0,1,0,2,0
16956,50,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16957,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2367000,0,0,0,1,0,3,1
16958,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1791000,0,0,0,1,0,0,1
16959,50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2557000,1,0,1,0,0,5,1
16960,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2643000,0,0,0,1,0,5,1
16961,50,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1806000,1,0,0,1,0,0,0
16962,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,422000,0,0,0,1,0,0,0
16963,50,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,451000,0,0,0,1,0,0,1
16964,50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5805000,0,0,0,1,0,0,0
16965,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,775000,0,0,0,1,0,1,0
16966,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,132000,0,0,0,1,0,3,0
16967,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3186000,0,0,0,1,0,0,0
16968,50,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2081000,0,0,0,1,0,0,1
16969,50,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2450000,0,1,0,1,0,0,0
16970,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0
16971,50,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,297000,1,0,0,1,0,0,0
16972,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,386000,0,0,0,1,0,4,0
16973,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,13,0
16974,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,408000,1,0,0,0,1,3,0
16975,50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,445000,1,0,0,0,1,0,0
